loss,mean_squared_error,mean_absolute_error,r_square
2.6786375,2.6786375,1.365409,-0.20042646
4.599825,4.599825,1.6217272,0.09627384
9.474725,9.474725,2.139103,0.059051692
2.6290934,2.6290934,1.2973466,0.16052645
2.8979511,2.8979511,1.4244494,-0.08500981
4.7875776,4.7875776,1.7666113,0.02341044
1.9524429,1.9524429,1.1564581,-1.0826058
5.916049,5.916049,1.8589462,0.2453869
3.4989283,3.4989283,1.4096186,0.17653352
2.6937299,2.6937299,1.3616297,0.007777214
4.0130253,4.0130253,1.7440889,0.2691912
2.4441023,2.4441023,1.2804832,0.35295743
4.2749815,4.2749815,1.5768716,0.050004125
2.7656507,2.7656507,1.4811748,0.103432775
4.5002756,4.5002756,1.6883285,-0.62320614
3.7555914,3.7555914,1.4838784,0.014926851
4.2818356,4.2818356,1.604361,-0.30649567
2.403745,2.403745,1.269306,-0.012103081
3.5632286,3.5632286,1.3573897,-0.022630572
3.3142595,3.3142595,1.6199818,-0.56252384
3.3546605,3.3546605,1.5662768,0.058340907
3.552109,3.552109,1.4973638,0.33136773
1.4306657,1.4306657,0.93827885,0.100121796
8.127017,8.127017,2.1059206,0.11805159
9.157785,9.157785,2.0917733,-0.036539435
2.8387868,2.8387868,1.2512138,0.2348203
5.0571804,5.0571804,1.8130565,0.39308822
4.780914,4.780914,1.8596318,-0.015064478
5.0352044,5.0352044,1.9327178,-1.3277874
5.577592,5.577592,2.1326423,-0.17422986
5.168478,5.168478,1.8539085,0.16875744
2.3049355,2.3049355,1.250309,0.28194284
1.8467476,1.8467476,1.035635,0.26014495
4.749375,4.749375,1.4253535,0.27960896
6.631398,6.631398,1.7050273,-0.07786536
2.5983405,2.5983405,1.2099626,0.10474408
6.832359,6.832359,1.758637,0.130674
1.6056266,1.6056266,1.0095807,-0.13625538
3.5505571,3.5505571,1.4745232,0.29960114
4.716672,4.716672,1.6304625,0.22166061
3.732759,3.732759,1.6592333,0.121703744
3.4036484,3.4036484,1.4920268,-0.037611127
4.626386,4.626386,1.7515962,0.13281721
5.5148625,5.5148625,1.6411804,0.19783819
2.5010962,2.5010962,1.2517157,0.00846976
2.5973067,2.5973067,1.3273444,0.115810454
2.3157952,2.3157952,1.1784818,0.19641674
3.1615343,3.1615343,1.4130919,-0.046013236
4.6432896,4.6432896,1.4680254,0.1785196
6.5361967,6.5361967,1.66711,0.33699203
3.6612217,3.6612217,1.5384691,0.1224038
2.5148878,2.5148878,1.2912635,0.2870307
4.5914845,4.5914845,1.6517013,0.35846454
6.8553076,6.8553076,1.7224731,0.1149981
2.55867,2.55867,1.237373,0.16424942
2.3683252,2.3683252,1.2926497,0.22666931
1.984426,1.984426,1.0698973,0.36498368
2.20748,2.20748,1.2635846,0.1275726
2.5903726,2.5903726,1.248257,0.33669877
4.607166,4.607166,1.6854408,0.3698761
2.7137766,2.7137766,1.2940385,0.41509002
3.9741235,3.9741235,1.4209882,0.40910375
2.3800387,2.3800387,1.1889904,0.30899924
2.6709332,2.6709332,1.2314551,0.15350181
3.447721,3.447721,1.3136647,0.47951257
2.6497312,2.6497312,1.2969196,0.3964848
3.0434916,3.0434916,1.40155,0.3544873
3.6058302,3.6058302,1.5376725,0.37953788
2.8964584,2.8964584,1.2959679,0.09903604
2.3423753,2.3423753,1.3235247,0.012111902
2.3992991,2.3992991,1.2816677,0.24727869
3.8685374,3.8685374,1.409821,0.36178792
6.0294394,6.0294394,1.5377842,0.20106804
6.2103662,6.2103662,1.774112,0.31677967
2.3682241,2.3682241,1.2433598,0.5070011
2.6623363,2.6623363,1.2768449,0.23161429
2.8759212,2.8759212,1.4295161,-1.5235162
2.5627384,2.5627384,1.3577995,0.09352535
1.5642081,1.5642081,1.1046249,0.077860296
3.6478357,3.6478357,1.3425775,0.18636817
2.5480242,2.5480242,1.1616634,0.56965584
3.8689418,3.8689418,1.428427,0.41044694
3.1183941,3.1183941,1.2800324,0.39510596
2.1030922,2.1030922,1.202167,0.08436805
2.5374005,2.5374005,1.283905,0.14977157
2.282992,2.282992,1.2739186,0.48540974
2.6539555,2.6539555,1.2683282,0.23403317
4.416931,4.416931,1.6592313,0.4380048
1.9592265,1.9592265,1.141362,0.38815248
1.7726848,1.7726848,1.0971972,0.3729778
3.8091455,3.8091455,1.2478276,0.43560052
1.5190867,1.5190867,1.0252249,0.48977244
2.2701669,2.2701669,1.1856623,0.46767783
1.6664239,1.6664239,1.0222225,0.21580052
1.9807248,1.9807248,1.1032628,0.59884053
1.6961174,1.6961174,0.9729312,0.6965716
2.0072677,2.0072677,1.0811765,0.50399566
1.2946998,1.2946998,0.9113329,0.37226677
2.095307,2.095307,1.1519967,0.6818042
1.3056042,1.3056042,0.93953943,0.38304627
3.4029431,3.4029431,1.4266516,0.20351684
3.442295,3.442295,1.4603772,0.34772205
3.2812476,3.2812476,1.4906316,-0.095175266
7.633787,7.633787,1.8594246,0.22172463
3.2238114,3.2238114,1.5423926,0.4513626
3.3830347,3.3830347,1.5156106,0.1934278
2.5808415,2.5808415,1.314131,0.42133093
1.8492132,1.8492132,1.1217967,0.4786359
5.6226892,5.6226892,1.64644,0.32792884
1.6070318,1.6070318,1.0245088,0.3820501
2.6916554,2.6916554,1.2359154,0.51328707
3.294651,3.294651,1.4081004,-0.20490098
2.335247,2.335247,1.1886383,0.4565243
1.8558418,1.8558418,1.178299,0.48749137
1.1374649,1.1374649,0.87148863,0.26790446
4.940383,4.940383,1.5607796,0.493091
2.3094676,2.3094676,1.3453305,0.5005502
3.1347587,3.1347587,1.4661309,0.38846302
4.2926064,4.2926064,1.5490674,0.4122705
2.158765,2.158765,1.2354151,0.48338974
1.6823466,1.6823466,1.0748166,0.1776979
2.2700095,2.2700095,1.1601981,0.5655972
2.3444471,2.3444471,1.192652,0.6514137
2.859428,2.859428,1.3000166,-0.5991558
2.407711,2.407711,1.2410934,0.44917423
1.2393957,1.2393957,0.94085956,0.5096054
1.3040578,1.3040578,0.974506,0.60245454
3.2908075,3.2908075,1.4098514,0.36371094
2.0547996,2.0547996,1.1386647,0.4461398
5.4634953,5.4634953,1.6128485,0.32748896
3.5889032,3.5889032,1.6260163,0.38249946
1.4458,1.4458,0.9454761,0.12654918
2.6815772,2.6815772,1.3282197,0.40084332
1.5939572,1.5939572,1.0322139,0.46149385
2.5249429,2.5249429,1.167757,0.5457587
2.7534277,2.7534277,1.2717588,0.3046831
2.8949332,2.8949332,1.2995491,0.6066333
2.7882037,2.7882037,1.3854125,0.072711706
1.9140137,1.9140137,1.0706357,0.7212416
2.028298,2.028298,1.0637176,0.3368528
3.9688969,3.9688969,1.37419,0.5205108
1.8060322,1.8060322,1.0046973,-0.12287617
2.116823,2.116823,1.2259817,0.5691459
2.3664057,2.3664057,1.3099376,0.5903647
1.8282524,1.8282524,1.0990093,0.5338321
1.6456603,1.6456603,1.0005938,0.4074697
2.5614433,2.5614433,1.2197763,0.42467254
2.702176,2.702176,1.2798016,0.60243845
0.7212934,0.7212934,0.7340119,0.75695807
2.824751,2.824751,1.2328596,0.5760597
1.3305845,1.3305845,0.9587634,0.57725143
1.225491,1.225491,0.8782613,0.7415236
1.273183,1.273183,0.91661894,0.76204795
4.313442,4.313442,1.4361738,0.3750757
2.161363,2.161363,1.1869278,0.54110813
1.3048453,1.3048453,0.9630353,0.051021576
1.6517937,1.6517937,1.0287392,0.7560366
2.0726526,2.0726526,1.1783035,0.47151488
3.9345741,3.9345741,1.5765312,0.09986508
1.812335,1.812335,1.0871778,0.55031955
1.133424,1.133424,0.9271834,0.7143426
3.501912,3.501912,1.4972968,-0.49664354
1.8112894,1.8112894,1.0760509,0.4098758
2.1726608,2.1726608,1.1466264,0.3012548
2.1238627,2.1238627,1.1405616,0.49280888
5.9664946,5.9664946,1.510507,0.3186472
6.3384533,6.3384533,1.6008315,-0.03749621
1.7612423,1.7612423,1.0369886,0.62890697
2.0637753,2.0637753,1.1052738,0.5461113
2.2749515,2.2749515,1.2168243,0.5609743
2.831963,2.831963,1.315325,-1.5527554
1.9250598,1.9250598,1.2237117,0.5598881
2.707686,2.707686,1.2318097,0.62404466
0.67837787,0.67837787,0.6793007,0.58153075
2.207296,2.207296,1.2218287,0.57118744
1.8087382,1.8087382,1.0573888,0.5638926
3.9382749,3.9382749,1.1973088,0.42683434
1.586051,1.586051,1.043812,0.6746562
1.2234833,1.2234833,0.9362016,0.467327
2.0491412,2.0491412,1.1280539,0.6084492
4.198237,4.198237,1.3086324,0.43604952
1.4323373,1.4323373,0.9553623,0.5924664
1.2931103,1.2931103,0.8247437,0.7836622
1.6640073,1.6640073,1.0817133,0.68837905
1.8187413,1.8187413,1.0714182,0.38064814
1.8819128,1.8819128,1.0937307,0.18859845
3.0300128,3.0300128,1.3296642,0.5820672
1.8398101,1.8398101,1.0455687,0.41126078
2.147045,2.147045,1.2590036,0.64923835
0.8587369,0.8587369,0.7486904,0.6756376
5.2849426,5.2849426,1.3717046,0.35451084
1.5961101,1.5961101,1.0521669,0.6936426
1.176213,1.176213,0.8483188,0.37496513
2.7629838,2.7629838,1.3162735,0.4020931
1.6624995,1.6624995,1.003887,0.38139552
2.6709242,2.6709242,1.374302,0.62990916
2.0471883,2.0471883,1.1322215,0.5923934
2.868338,2.868338,1.2564461,0.2801034
1.2297832,1.2297832,0.8870641,0.5134088
1.2311563,1.2311563,0.8792839,0.7474551
2.1563492,2.1563492,1.2121371,0.1976375
1.3292276,1.3292276,0.9807322,0.1740722
3.503835,3.503835,1.3323474,0.64486516
1.4096978,1.4096978,0.93619573,0.2951511
3.423121,3.423121,1.1597885,0.48299766
2.8941545,2.8941545,1.3893601,0.54760885
1.8251338,1.8251338,1.0522072,-0.08156073
1.6138955,1.6138955,1.0448031,0.7668084
1.83156,1.83156,1.045327,0.67264587
1.1972563,1.1972563,0.88197505,0.52388716
1.7034488,1.7034488,0.95281726,0.63223034
1.4799311,1.4799311,0.9935756,0.62774515
3.816084,3.816084,1.177673,0.49997824
1.8227315,1.8227315,1.0887315,0.5139383
1.212915,1.212915,0.86400557,0.7403251
1.4226913,1.4226913,0.88579154,0.61702526
1.5962205,1.5962205,0.9721151,0.7439245
1.9492524,1.9492524,0.9444052,0.40875757
1.0978452,1.0978452,0.8655386,0.7295011
1.744733,1.744733,1.119272,0.51856464
1.3461486,1.3461486,0.8278866,0.74950826
3.6924665,3.6924665,1.1649498,0.42125845
1.3800933,1.3800933,0.9426913,0.3587951
0.971439,0.971439,0.8241964,0.68269426
1.1000764,1.1000764,0.8174843,0.7203381
3.318735,3.318735,1.3079557,0.5678005
2.1291103,2.1291103,1.1495731,0.5442707
0.81682074,0.81682074,0.7713486,0.5223161
1.6534882,1.6534882,0.98361635,0.68292665
1.7329662,1.7329662,1.0189419,0.38297725
1.510421,1.510421,0.99981064,0.7297919
1.1096743,1.1096743,0.85720515,0.7976302
3.1209197,3.1209197,1.1707425,0.6158868
2.0414722,2.0414722,1.0857351,0.5362761
0.49055955,0.49055955,0.60607207,0.91114116
1.865279,1.865279,0.96265185,0.69887346
2.8972561,2.8972561,0.9633366,0.57947695
1.4387801,1.4387801,0.87708235,0.7334339
1.3625791,1.3625791,0.9951327,0.8087608
1.2877121,1.2877121,0.84003866,0.62443256
0.7646675,0.7646675,0.7375306,0.8744356
1.8831103,1.8831103,1.1054777,0.6124789
0.74084544,0.74084544,0.70147693,0.51494515
1.7527095,1.7527095,0.98861086,0.62577677
1.9542769,1.9542769,1.0611069,0.4874028
1.1365931,1.1365931,0.8227598,0.46117067
1.3774585,1.3774585,0.96622825,0.64586556
1.3806641,1.3806641,0.8995167,0.42442596
1.3183613,1.3183613,0.97538096,0.74256253
2.959065,2.959065,1.2086606,0.54666626
0.9045633,0.9045633,0.7126447,0.7764785
1.7815588,1.7815588,1.1223636,0.65804756
1.7725148,1.7725148,1.0028652,0.5620041
1.8074274,1.8074274,1.0268346,0.7037289
1.4635329,1.4635329,1.0022483,0.43553382
5.5909786,5.5909786,1.5019739,0.39139342
1.1574492,1.1574492,0.8931971,0.7754825
1.419667,1.419667,0.94785464,0.46475
0.9315377,0.9315377,0.79619527,0.65687245
1.1714771,1.1714771,0.89840835,0.50977015
1.1296606,1.1296606,0.8731385,0.29903114
1.5054743,1.5054743,1.036183,0.63356173
1.961007,1.961007,1.0821836,0.5890994
0.94670933,0.94670933,0.8051997,0.55448973
1.0269079,1.0269079,0.78076786,0.71724826
1.8432811,1.8432811,0.9703191,0.63916653
1.3396057,1.3396057,0.9656452,0.7155803
1.8225994,1.8225994,1.0978458,0.62493134
1.1930654,1.1930654,0.8613769,0.36070174
1.2999399,1.2999399,0.91128993,0.7865397
0.77891946,0.77891946,0.6449728,0.7504338
3.4305542,3.4305542,1.1376159,0.5703416
1.9779356,1.9779356,1.0406606,0.6175593
1.431467,1.431467,0.99944824,0.7601004
0.76902014,0.76902014,0.67093325,0.8316998
1.013196,1.013196,0.8283968,0.72689843
1.1475298,1.1475298,0.8581096,0.66683567
1.3110161,1.3110161,0.8167006,0.6602175
1.5887059,1.5887059,0.95978373,0.5455769
2.0388846,2.0388846,1.1252904,0.44101262
2.256222,2.256222,0.9781959,0.6991704
2.0491796,2.0491796,0.9787221,0.77169406
1.1937374,1.1937374,0.8294169,0.688087
1.68122,1.68122,1.0983737,0.6448908
1.3592582,1.3592582,0.9917759,0.616773
1.0850635,1.0850635,0.8355173,0.76007235
0.61677396,0.61677396,0.5459268,0.8522185
1.1759434,1.1759434,0.8695817,0.4338665
0.9366944,0.9366944,0.8074482,0.76531076
1.097534,1.097534,0.89346147,0.61811936
1.9115341,1.9115341,1.1460769,0.792998
1.2247941,1.2247941,0.84751344,0.7734076
2.5031924,2.5031924,1.0444162,0.55987823
1.1258738,1.1258738,0.86124384,0.5916065
1.3599432,1.3599432,0.8819159,0.7594019
1.2392225,1.2392225,0.8786254,0.5427157
1.3793471,1.3793471,0.8070722,0.6706037
1.581305,1.581305,0.88909614,0.57071674
2.6571171,2.6571171,1.1293837,0.66242087
1.2933371,1.2933371,0.87491554,0.5286332
0.68381697,0.68381697,0.71238697,0.63453627
1.619922,1.619922,0.9555764,0.747711
3.8176122,3.8176122,1.202807,0.54073834
0.74957305,0.74957305,0.6397271,0.63379633
1.3403188,1.3403188,0.89968103,0.6892015
1.8053153,1.8053153,1.0231917,0.6767542
1.8202906,1.8202906,1.1544998,0.33022726
0.9868249,0.9868249,0.8381877,0.80919397
0.77416694,0.77416694,0.68619,0.8163237
1.5278306,1.5278306,0.9422404,0.68853307
1.3684752,1.3684752,0.90792066,0.79147047
1.6965483,1.6965483,1.0018513,0.5846843
1.4437823,1.4437823,0.95764214,0.49835563
1.4467387,1.4467387,0.8984593,0.6632279
0.75241923,0.75241923,0.6991067,0.69713944
2.8945584,2.8945584,1.0869097,0.63129395
1.1387985,1.1387985,0.91871023,0.7212217
2.3585167,2.3585167,1.0482051,0.71289575
0.9962541,0.9962541,0.8347613,0.7653716
1.0704596,1.0704596,0.82004046,0.82239944
1.4289525,1.4289525,0.93062603,0.6587576
1.2148181,1.2148181,0.8791997,0.59294057
1.3518561,1.3518561,0.97891647,0.6363802
1.1124735,1.1124735,0.78126794,0.7982694
1.8288279,1.8288279,1.0386384,0.38214457
2.073762,2.073762,1.1449456,0.25541484
1.8152635,1.8152635,1.1200067,0.5188118
1.4905286,1.4905286,0.94663894,0.5345223
1.5232598,1.5232598,1.0397651,0.7538166
0.9405569,0.9405569,0.7814319,0.59718513
1.4511224,1.4511224,0.9816284,0.55984914
0.8794031,0.8794031,0.81641567,0.8072541
1.2000469,1.2000469,0.80893385,0.8060224
1.075099,1.075099,0.8030901,0.72668785
0.9458912,0.9458912,0.74828815,0.7332436
1.3474855,1.3474855,0.8086809,0.7566875
0.7689523,0.7689523,0.6946906,0.87182045
2.6492572,2.6492572,1.0456142,0.64658165
0.75737816,0.75737816,0.71301347,0.5702567
0.7359108,0.7359108,0.6266146,0.87262124
1.0356367,1.0356367,0.84979826,0.7467784
1.0782554,1.0782554,0.7722688,0.4073357
1.187316,1.187316,0.905908,0.8137544
1.5186895,1.5186895,1.0053408,0.4340837
1.9298179,1.9298179,0.9825661,0.78703165
0.8839433,0.8839433,0.66982675,0.7276901
1.0135057,1.0135057,0.8183552,0.80209196
0.9421799,0.9421799,0.79498637,0.15958863
1.6559005,1.6559005,0.93960917,0.29082304
2.1723402,2.1723402,0.9016921,0.6665453
0.95498496,0.95498496,0.7227819,0.8001013
0.9166784,0.9166784,0.7651409,0.833706
1.5619602,1.5619602,0.79059494,0.76198703
0.64719975,0.64719975,0.67280006,0.81425655
1.3432894,1.3432894,0.93676233,0.51548845
1.0244441,1.0244441,0.7284657,0.67370737
2.6129608,2.6129608,0.8799379,0.6055908
0.8086836,0.8086836,0.77535343,0.7238773
0.7564443,0.7564443,0.6587429,0.83363426
1.0169209,1.0169209,0.79269147,0.83499813
1.021527,1.021527,0.7848575,0.7852507
0.8674137,0.8674137,0.7325655,0.55139816
1.4638034,1.4638034,0.9752154,0.5816537
0.73122174,0.73122174,0.7099459,0.88031155
1.1280888,1.1280888,0.8707629,0.85227406
0.95825166,0.95825166,0.7469665,0.53517306
2.1096354,2.1096354,0.9283566,0.6710421
1.1434762,1.1434762,0.8560123,0.75017715
0.6211668,0.6211668,0.6351246,0.8737947
0.7929045,0.7929045,0.65474224,0.75002027
1.2973722,1.2973722,0.83046687,0.7761946
0.86538017,0.86538017,0.69936574,0.86686456
1.7995791,1.7995791,0.8389695,0.74571973
0.60042125,0.60042125,0.6647159,0.80166733
0.68570566,0.68570566,0.70831215,0.860682
1.6872617,1.6872617,0.970448,0.6905327
0.8399991,0.8399991,0.7614217,0.6463162
1.066353,1.066353,0.8600841,0.45843148
1.201397,1.201397,0.7796368,0.62629694
0.63437504,0.63437504,0.6278501,0.75752145
0.98823714,0.98823714,0.759444,0.8198086
1.0041822,1.0041822,0.817188,0.7817273
1.6746526,1.6746526,0.8573365,0.7345443
1.3360169,1.3360169,0.9511851,0.6031096
1.1725848,1.1725848,0.8160062,0.7027168
0.874807,0.874807,0.6022868,0.8498739
0.6731202,0.6731202,0.628479,0.8938761
1.1082506,1.1082506,0.7403362,0.746629
1.261129,1.261129,0.884269,0.76735795
1.670445,1.670445,1.0292873,0.4203539
0.8860786,0.8860786,0.752863,0.86026
1.3664051,1.3664051,0.95799065,0.61936915
0.6880705,0.6880705,0.6541989,0.78386986
2.1263719,2.1263719,1.0849726,0.70411676
1.286183,1.286183,0.9041219,0.8172539
0.56346464,0.56346464,0.61079156,0.8490746
1.3512417,1.3512417,0.87262297,0.774205
0.6041873,0.6041873,0.58720577,0.7310053
2.545043,2.545043,0.9588734,0.64260507
0.73985624,0.73985624,0.7304797,0.65934676
0.92360014,0.92360014,0.7710802,0.7412404
0.93515146,0.93515146,0.7405936,0.74793494
0.628165,0.628165,0.6596287,0.82087415
1.2402673,1.2402673,0.87847763,0.80560577
0.7373022,0.7373022,0.7316052,0.8057635
1.1304882,1.1304882,0.76782227,0.8597164
1.0171661,1.0171661,0.79283446,0.6301214
1.1311707,1.1311707,0.81904733,0.70329946
1.1164839,1.1164839,0.75120014,0.68020153
1.2533017,1.2533017,0.80003244,0.77963924
1.2207417,1.2207417,0.8072087,0.7879492
1.0409356,1.0409356,0.7934332,0.60565364
0.9382162,0.9382162,0.75691867,0.8487272
1.3186166,1.3186166,0.94721943,0.5257241
1.1363692,1.1363692,0.8628601,0.7698493
0.96154475,0.96154475,0.7533411,0.8218524
1.380795,1.380795,0.98911244,0.6619602
1.1129138,1.1129138,0.7575815,0.72755826
0.7706751,0.7706751,0.730487,0.74176335
0.7350042,0.7350042,0.6646735,0.8351994
1.4787536,1.4787536,0.83163,0.6030816
1.0464051,1.0464051,0.84384596,0.67764175
2.8708282,2.8708282,1.2212702,0.75534886
0.6690672,0.6690672,0.64455545,0.69180167
0.85873115,0.85873115,0.78563863,0.6970924
1.1236587,1.1236587,0.8924371,0.6282306
1.2894516,1.2894516,0.9737234,0.7704054
0.8384397,0.8384397,0.7334099,0.8317864
0.96575785,0.96575785,0.7787824,0.7541795
1.6083785,1.6083785,0.928936,0.77475256
1.4298365,1.4298365,0.87404907,0.6928566
0.7370998,0.7370998,0.70686424,0.8655761
1.4469035,1.4469035,0.7500125,0.7804343
0.73574305,0.73574305,0.66711366,0.6769293
0.50250196,0.50250196,0.5404594,0.87618816
0.74179494,0.74179494,0.6381619,0.7012985
0.6293825,0.6293825,0.63176155,0.8412592
1.3253313,1.3253313,0.89596,0.6073092
1.3630253,1.3630253,0.7782011,0.8226057
1.0773845,1.0773845,0.77923214,0.74438334
0.76145315,0.76145315,0.7152038,0.85096943
1.5091105,1.5091105,0.92947656,0.5667707
2.012248,2.012248,1.1109945,0.70379317
0.6313329,0.6313329,0.69195795,0.86064136
0.8340462,0.8340462,0.693382,0.6996964
0.6359694,0.6359694,0.67578506,0.85329294
1.7228355,1.7228355,0.84396714,0.69577795
0.8916296,0.8916296,0.7448684,0.7586496
0.66889113,0.66889113,0.63237876,0.7056534
1.2006993,1.2006993,0.7605289,0.750504
0.80186516,0.80186516,0.692989,0.7171513
1.2100085,1.2100085,0.8205887,0.7667453
1.0773745,1.0773745,0.8021172,0.7306564
1.3686571,1.3686571,0.96055865,0.6669427
1.9069726,1.9069726,0.92941386,0.77565026
1.6584785,1.6584785,0.76898056,0.74501157
0.9341095,0.9341095,0.7680586,0.6103755
0.98307,0.98307,0.80298626,0.8017988
1.2205808,1.2205808,0.9641323,0.7953709
1.0951295,1.0951295,0.84751856,0.8495152
0.79428554,0.79428554,0.71372676,0.8500464
1.0923189,1.0923189,0.84869933,0.58372366
1.8556454,1.8556454,1.0528225,0.6874188
1.0391543,1.0391543,0.8010794,0.7391926
0.97219276,0.97219276,0.7529942,0.85563725
1.4106233,1.4106233,0.9187822,0.74640477
0.6441134,0.6441134,0.62031674,0.77948105
0.778638,0.778638,0.76216674,0.6195967
0.96449035,0.96449035,0.8526932,0.7255653
1.147306,1.147306,0.8356473,0.8454156
0.93170714,0.93170714,0.7734282,0.7157127
0.78093696,0.78093696,0.6351938,0.81068194
1.9822686,1.9822686,0.95585847,0.76320076
0.9910306,0.9910306,0.6987525,0.58663327
0.6668866,0.6668866,0.68104744,0.87481356
1.2883614,1.2883614,0.9069829,-0.32060266
2.5435715,2.5435715,1.1675458,0.6048821
1.5631533,1.5631533,0.9616542,0.70136774
0.76565063,0.76565063,0.7010469,0.47731584
0.83479434,0.83479434,0.6511178,0.87567925
0.5406306,0.5406306,0.6068723,0.8755103
0.8354319,0.8354319,0.7080519,0.65499234
1.3526835,1.3526835,0.8829305,0.8334358
1.3868153,1.3868153,0.9421059,0.64066327
1.2568905,1.2568905,0.8401448,0.7711087
1.6002853,1.6002853,0.95266813,0.79799163
1.17168,1.17168,0.7739279,0.71487635
0.8781476,0.8781476,0.6841324,0.7294756
1.5463783,1.5463783,0.84472585,0.66501135
0.74960124,0.74960124,0.6959579,0.40031898
0.85111755,0.85111755,0.7576883,0.83614504
0.57328284,0.57328284,0.5966719,0.7995076
0.9795719,0.9795719,0.7784852,0.7267552
0.6428646,0.6428646,0.66639876,0.7997282
0.8278196,0.8278196,0.7053079,0.8529671
0.8085171,0.8085171,0.67972076,0.9043418
0.875586,0.875586,0.708445,0.8699826
0.7612845,0.7612845,0.62644506,0.67286813
0.8837936,0.8837936,0.7310109,0.73986644
0.88130057,0.88130057,0.74723065,0.8179072
0.44867414,0.44867414,0.5416495,0.7302159
0.88090795,0.88090795,0.66932034,0.8248787
0.7762886,0.7762886,0.7033655,0.8058804
0.7335103,0.7335103,0.660423,0.77585363
0.54012907,0.54012907,0.6158101,0.7971792
0.6474063,0.6474063,0.61321366,0.8012162
1.8628091,1.8628091,0.7947904,0.7359108
1.2720882,1.2720882,0.87468123,0.8222602
0.7546564,0.7546564,0.69413733,0.8173557
1.1319361,1.1319361,0.68648726,0.78630114
1.6968356,1.6968356,0.900834,0.78598845
1.0946975,1.0946975,0.84125197,0.7583595
1.0678518,1.0678518,0.6953938,0.77365345
0.7465415,0.7465415,0.69341576,0.7842341
1.4823967,1.4823967,0.925292,0.7602694
0.9728118,0.9728118,0.79997706,0.777643
0.8826186,0.8826186,0.62542,0.82292295
0.9162004,0.9162004,0.7241844,0.7303279
0.5386332,0.5386332,0.57205755,0.84537137
0.81181633,0.81181633,0.675827,0.84300286
1.3367953,1.3367953,0.9329546,0.4535398
1.345041,1.345041,0.8217958,0.62643826
1.0148544,1.0148544,0.729043,0.81958145
0.8634906,0.8634906,0.7294982,0.7082764
1.1042663,1.1042663,0.89674175,0.86614954
1.219192,1.219192,0.9073254,0.7217623
1.1065029,1.1065029,0.8543315,0.75664544
